IDX,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,AMT_INCOME_TOTAL,AMT_ANNUITY,AMT_CREDIT,DAYS_BIRTH,NAME_EDUCATION_TYPE,OCCUPATION_TYPE,TARGET
25203,M,N,Y,90000,33025.5,1125000,-12271,Secondary / secondary special,Laborers,0
25204,M,Y,Y,135000,22630.5,414792,-19954,Secondary / secondary special,Drivers,0
25205,M,Y,Y,247500,19953,450000,-24266,Secondary / secondary special,,0
25206,M,N,Y,90000,19971,247500,-16121,Secondary / secondary special,Laborers,1
25207,F,Y,Y,135000,28233,961146,-15103,Higher education,Managers,0
25208,F,N,Y,135000,24592.5,508495.5,-23023,Secondary / secondary special,,0
25209,F,Y,Y,112500,35041.5,1082214,-16556,Higher education,Laborers,0
25210,F,N,Y,121500,16627.5,339241.5,-11125,Higher education,Core staff,0
25211,F,Y,Y,270000,11218.5,183384,-19984,Higher education,,0
25212,F,N,Y,81000,35685,450000,-19738,Secondary / secondary special,Sales staff,0
25213,F,N,N,225000,19989,312768,-22459,Higher education,,0
25214,M,N,Y,90000,15241.5,314100,-22684,Secondary / secondary special,,0
25215,F,N,Y,81000,17338.5,247275,-21501,Higher education,,0
25216,M,Y,Y,211500,38844,758214,-22080,Higher education,,0
25217,M,Y,Y,135000,25299,320521.5,-9954,Secondary / secondary special,High skill tech staff,0
25218,F,N,Y,112500,35523,835380,-18219,Secondary / secondary special,Cooking staff,0
25219,M,N,Y,63000,12298.5,276277.5,-20579,Lower secondary,,0
25220,M,Y,N,270000,44437.5,1515415.5,-21326,Secondary / secondary special,Drivers,0
25221,M,Y,Y,382500,18508.5,360000,-11415,Secondary / secondary special,Laborers,0
25222,F,N,N,121500,22977,450000,-12460,Secondary / secondary special,Medicine staff,0
25223,F,Y,Y,94500,19953,247275,-10583,Secondary / secondary special,Sales staff,0
25224,F,N,N,112500,18135,687600,-9748,Higher education,Accountants,0
25225,F,N,Y,81000,4743,47970,-18105,Secondary / secondary special,Sales staff,0
25226,F,N,Y,135000,45643.5,1655037,-14201,Secondary / secondary special,Laborers,0
25227,F,N,Y,99000,11277,295668,-21880,Higher education,,0
25228,M,N,Y,76500,10125,202500,-16307,Secondary / secondary special,Security staff,1
25229,F,Y,Y,540000,68679,668983.5,-15583,Higher education,Managers,0
25230,F,N,Y,225000,36099,852088.5,-16254,Secondary / secondary special,Core staff,0
25231,M,N,Y,270000,39474,1350000,-16788,Higher education,Accountants,0
25232,F,N,Y,67500,12375,247500,-11290,Secondary / secondary special,Sales staff,0
25233,F,N,Y,67500,50571,1271929.5,-21014,Secondary / secondary special,,0
25234,F,N,Y,180000,22527,531706.5,-22662,Higher education,,0
25235,M,Y,Y,247500,40243.5,509400,-11391,Higher education,Sales staff,0
25236,F,N,N,157500,27423,521280,-18973,Higher education,Laborers,0
25237,M,Y,Y,270000,14175,177768,-14962,Secondary / secondary special,Laborers,0
25238,F,N,Y,180000,20146.5,191880,-21539,Secondary / secondary special,,0
25239,F,Y,N,81000,12001.5,269550,-14722,Secondary / secondary special,Sales staff,0
25240,F,Y,Y,81000,21865.5,454500,-12739,Secondary / secondary special,Laborers,0
25241,M,N,N,121500,19125,382500,-11366,Secondary / secondary special,,0
25242,F,N,N,225000,24543,450000,-13627,Higher education,Managers,0
25243,M,Y,Y,180000,37800,1288350,-15594,Higher education,Laborers,0
25244,M,Y,Y,180000,46930.5,697500,-14474,Higher education,Managers,0
25245,M,N,Y,135000,28638,592560,-14930,Secondary / secondary special,Laborers,0
25246,M,Y,N,270000,9000,180000,-10752,Secondary / secondary special,Laborers,0
25247,F,N,Y,45000,5526,96696,-21487,Lower secondary,,0
25248,M,N,Y,157500,42142.5,1436850,-17926,Secondary / secondary special,Security staff,0
25249,F,N,Y,157500,21672,508495.5,-21161,Secondary / secondary special,,0
25250,M,Y,Y,135000,9000,180000,-10732,Secondary / secondary special,,0
25251,M,Y,N,101128.5,10395,269550,-9115,Higher education,Laborers,0
25252,M,Y,N,180000,24853.5,269550,-12941,Secondary / secondary special,Security staff,0
25253,M,Y,N,720000,51817.5,1223010,-18281,Secondary / secondary special,,0
25254,F,Y,Y,166500,39514.5,993082.5,-11049,Secondary / secondary special,High skill tech staff,0
25255,M,N,Y,225000,31261.5,640080,-17749,Secondary / secondary special,Laborers,0
25256,F,N,Y,67500,16456.5,284400,-17025,Secondary / secondary special,Sales staff,0
25257,F,N,N,121500,27522,539100,-15292,Incomplete higher,Laborers,0
25258,F,N,Y,202500,8172,292500,-16088,Secondary / secondary special,Sales staff,0
25259,F,Y,Y,225000,40410,1125000,-15400,Secondary / secondary special,Managers,0
25260,M,N,N,76500,11767.5,314100,-19344,Secondary / secondary special,Laborers,0
25261,M,Y,Y,157500,37579.5,436360.5,-8566,Secondary / secondary special,Laborers,0
25262,F,N,Y,157500,19237.5,469152,-12164,Secondary / secondary special,,0
25263,M,Y,Y,202500,33826.5,320922,-15270,Secondary / secondary special,Drivers,0
25264,F,N,Y,112500,16155,343800,-13774,Secondary / secondary special,High skill tech staff,0
25265,F,N,Y,90000,33025.5,1125000,-17418,Secondary / secondary special,,0
25266,M,Y,N,171000,14197.5,448056,-20454,Secondary / secondary special,Laborers,1
25267,M,N,N,225000,19125,382500,-15007,Secondary / secondary special,Laborers,0
25268,F,N,Y,157500,14751,254700,-24218,Secondary / secondary special,Medicine staff,0
25269,M,N,Y,292500,17640,472500,-15731,Secondary / secondary special,Drivers,0
25270,F,N,N,157500,11223,294322.5,-16735,Secondary / secondary special,Managers,0
25271,F,N,Y,180000,38938.5,485640,-13338,Higher education,,0
25272,F,N,N,76500,18891,269550,-23171,Secondary / secondary special,,0
25273,F,N,Y,90000,12694.5,225000,-24002,Secondary / secondary special,,0
25274,F,N,Y,94500,35937,592560,-15279,Secondary / secondary special,Medicine staff,1
25275,F,N,Y,112500,25497,807984,-9459,Higher education,Waiters/barmen staff,0
25276,F,N,Y,76500,16506,571446,-22661,Secondary / secondary special,,0
25277,M,Y,N,225000,35937,592560,-11720,Secondary / secondary special,Drivers,1
25278,M,Y,Y,180000,40662,796396.5,-15091,Secondary / secondary special,Drivers,0
25279,M,Y,N,135000,36459,755190,-15217,Secondary / secondary special,Drivers,0
25280,F,Y,Y,135000,8428.5,170640,-11940,Higher education,Core staff,0
25281,M,Y,Y,270000,38511,388066.5,-12249,Secondary / secondary special,Laborers,0
25282,F,N,Y,112500,14958,187704,-10290,Secondary / secondary special,Cooking staff,0
25283,M,Y,N,405000,20925,540000,-12683,Higher education,,0
25284,M,Y,N,207000,33808.5,298512,-15193,Secondary / secondary special,Laborers,0
25285,M,N,Y,135000,21294,269550,-24254,Higher education,,1
25286,M,Y,Y,225000,52920,497520,-19863,Secondary / secondary special,Laborers,0
25287,M,N,Y,135000,44617.5,1350000,-16715,Secondary / secondary special,Laborers,0
25288,M,Y,Y,270000,39973.5,1515415.5,-14417,Higher education,Managers,0
25289,M,N,Y,135000,14751,269550,-9929,Secondary / secondary special,Laborers,0
25290,F,Y,Y,324000,17689.5,348264,-19232,Higher education,Sales staff,0
25291,M,N,Y,337500,31041,1061599.5,-21768,Higher education,,0
25292,F,Y,Y,189000,10363.5,178290,-24193,Secondary / secondary special,,0
25293,F,N,Y,108000,15151.5,454500,-18164,Secondary / secondary special,Cooking staff,0
25294,F,N,N,112500,25537.5,545040,-11966,Secondary / secondary special,Sales staff,0
25295,F,N,Y,81000,23643,808650,-23593,Secondary / secondary special,,0
25296,F,N,N,67500,14530.5,265500,-10079,Incomplete higher,,0
25297,M,N,N,90000,35487,545040,-19131,Secondary / secondary special,Laborers,0
25298,M,N,Y,202500,18171,225000,-13702,Secondary / secondary special,Laborers,0
25299,F,Y,N,135000,26775,253737,-17721,Secondary / secondary special,Sales staff,0
25300,F,N,Y,157500,36409.5,521280,-23565,Higher education,Core staff,0
25301,F,N,Y,112500,17815.5,156384,-18986,Higher education,Medicine staff,0
25302,F,N,N,133762.5,19381.5,381528,-10921,Secondary / secondary special,High skill tech staff,1
25303,M,N,Y,90000,9378,350676,-12314,Secondary / secondary special,Low-skill Laborers,1
25304,M,Y,Y,225000,9000,180000,-15718,Secondary / secondary special,Managers,0
25305,M,N,Y,360000,35743.5,1350000,-21526,Secondary / secondary special,,0
25306,F,N,Y,202500,31419,545040,-20017,Secondary / secondary special,Cooking staff,0
25307,F,N,Y,202500,21919.5,225000,-22724,Secondary / secondary special,,0
25308,F,N,Y,135000,20250,405000,-20039,Higher education,,0
25309,M,Y,Y,292500,30456,307944,-13976,Higher education,Cooking staff,0
25310,F,N,Y,99000,29178,904500,-17090,Secondary / secondary special,Sales staff,0
25311,M,Y,Y,211500,29862,675000,-16757,Higher education,Security staff,0
25312,F,Y,Y,90000,6750,135000,-12692,Higher education,Core staff,0
25313,F,N,Y,144000,20691,518562,-23624,Higher education,Laborers,0
25314,F,N,Y,148500,32251.5,810000,-15935,Secondary / secondary special,High skill tech staff,0
25315,M,N,Y,67500,24939,254700,-24829,Secondary / secondary special,,0
25316,F,Y,Y,157500,6889.5,135000,-21482,Secondary / secondary special,,0
25317,M,N,N,67500,15183,570708,-15368,Higher education,Laborers,0
25318,F,Y,N,45000,22018.5,450000,-17274,Secondary / secondary special,Sales staff,0
25319,F,Y,N,76500,6592.5,96696,-15806,Secondary / secondary special,,1
25320,F,Y,Y,157500,19039.5,526491,-17885,Higher education,High skill tech staff,0
25321,F,N,Y,112500,21816,274500,-10351,Secondary / secondary special,Private service staff,1
25322,M,N,Y,171000,43267.5,675000,-12959,Secondary / secondary special,Laborers,0
25323,F,N,Y,90000,9000,180000,-19562,Secondary / secondary special,Sales staff,0
25324,F,N,N,157500,31153.5,592560,-12207,Higher education,Accountants,0
25325,F,N,Y,252000,51543,1006920,-14866,Higher education,Core staff,0
25326,F,N,Y,45000,13378.5,312768,-22239,Secondary / secondary special,,0
25327,F,N,N,99000,15021,454500,-14007,Secondary / secondary special,Sales staff,1
25328,F,Y,N,180000,27805.5,1049094,-11073,Secondary / secondary special,Sales staff,0
25329,M,N,N,173376,8536.5,323604,-7888,Higher education,Managers,0
25330,F,Y,Y,225000,36459,755190,-17087,Secondary / secondary special,Medicine staff,0
25331,F,N,Y,180000,15232.5,156384,-20050,Secondary / secondary special,Cleaning staff,0
25332,F,N,Y,108000,38452.5,904500,-23517,Secondary / secondary special,,0
25333,F,N,Y,112500,14148,143910,-24250,Secondary / secondary special,,0
25334,F,N,N,90000,13653,364896,-19933,Secondary / secondary special,,0
25335,F,N,N,83790,17244,545040,-19569,Secondary / secondary special,Laborers,0
25336,F,N,Y,157500,40500,810000,-18211,Secondary / secondary special,Sales staff,0
25337,M,N,N,90000,25834.5,254700,-15555,Secondary / secondary special,Managers,0
25338,F,N,Y,202500,48622.5,1350000,-16466,Secondary / secondary special,Laborers,0
25339,F,N,N,112500,33781.5,473161.5,-16188,Secondary / secondary special,Cleaning staff,0
25340,F,N,N,135000,14683.5,315000,-12227,Secondary / secondary special,Medicine staff,0
25341,F,N,Y,202500,34074,855882,-21900,Higher education,Core staff,0
25342,F,N,Y,112500,38484,512995.5,-10174,Secondary / secondary special,,0
25343,F,N,N,103500,16713,288873,-15677,Secondary / secondary special,Drivers,0
25344,M,Y,N,180000,21888,450000,-9181,Higher education,Sales staff,0
25345,F,N,Y,292500,19980,256500,-15714,Secondary / secondary special,,0
25346,M,N,Y,238500,22383,225000,-22055,Secondary / secondary special,,0
25347,M,Y,Y,202500,42547.5,781920,-18585,Secondary / secondary special,Laborers,0
25348,M,N,Y,112500,4855.5,73944,-12341,Secondary / secondary special,Security staff,0
25349,F,Y,Y,90000,24844.5,229500,-15531,Secondary / secondary special,Laborers,0
25350,M,N,Y,225000,54526.5,1287000,-13446,Secondary / secondary special,,0
25351,F,N,Y,45000,19233,364896,-18004,Secondary / secondary special,Cooking staff,1
25352,F,Y,Y,180000,26257.5,814041,-19288,Secondary / secondary special,Laborers,0
25353,F,Y,Y,135000,10849.5,284400,-14931,Secondary / secondary special,Laborers,0
25354,F,N,Y,225000,35937,592560,-12975,Secondary / secondary special,Sales staff,1
25355,F,Y,Y,135000,16366.5,555273,-14211,Secondary / secondary special,Core staff,0
25356,F,N,Y,41850,7434,130824,-23574,Incomplete higher,,0
25357,F,Y,Y,180000,29997,585000,-16428,Secondary / secondary special,Core staff,0
25358,F,N,Y,180000,42619.5,1002870,-14851,Secondary / secondary special,Sales staff,0
25359,M,N,N,270000,67500,1350000,-11244,Higher education,Managers,0
25360,F,N,Y,180000,49873.5,1174090.5,-16111,Higher education,Core staff,0
25361,M,N,Y,225000,32490,528939,-10193,Secondary / secondary special,Laborers,0
25362,F,N,Y,67500,23089.5,521280,-20130,Secondary / secondary special,,0
25363,F,N,Y,126000,11394,265851,-16712,Secondary / secondary special,Sales staff,0
25364,M,N,Y,180000,21208.5,207000,-12483,Higher education,Drivers,0
25365,F,N,Y,157500,27306,405000,-22774,Secondary / secondary special,,0
25366,M,N,Y,112500,37800,1288350,-23395,Secondary / secondary special,Private service staff,0
25367,F,Y,Y,202500,18643.5,284400,-11738,Higher education,,0
25368,F,N,Y,157500,32845.5,828216,-23718,Secondary / secondary special,,0
25369,M,Y,N,157500,24903,485190,-12276,Higher education,,0
25370,F,Y,Y,112500,18022.5,454500,-16245,Higher education,Accountants,0
25371,M,Y,N,382500,47484,1800000,-19721,Secondary / secondary special,Drivers,0
25372,F,Y,Y,382500,46741.5,1058148,-13126,Secondary / secondary special,Managers,0
25373,F,N,N,126000,28467,536917.5,-16086,Higher education,,0
25374,M,N,Y,315000,80109,675000,-8817,Higher education,Sales staff,0
25375,F,N,N,315000,32602.5,675000,-16391,Secondary / secondary special,,0
25376,F,N,Y,112500,12942,229500,-16012,Secondary / secondary special,,0
25377,F,N,Y,45000,26145,787131,-12484,Secondary / secondary special,Security staff,0
25378,F,N,Y,103500,26401.5,675000,-21733,Secondary / secondary special,Core staff,0
25379,F,N,N,180000,16011,284400,-24254,Secondary / secondary special,High skill tech staff,0
25380,M,N,N,270000,36459,755190,-13542,Secondary / secondary special,Laborers,0
25381,F,N,Y,90000,8604,165960,-11424,Higher education,Cooking staff,1
25382,M,Y,Y,180000,36603,463284,-9926,Incomplete higher,,0
25383,M,Y,N,135000,25830,239850,-8497,Secondary / secondary special,Drivers,0
25384,F,N,Y,270000,39784.5,936000,-19387,Higher education,Core staff,0
25385,F,N,Y,202500,11250,225000,-19578,Secondary / secondary special,,1
25386,F,N,Y,225000,45000,9.00E+05,-14390,Higher education,,0
25387,F,N,Y,144000,13059,167076,-22600,Secondary / secondary special,,0
25388,F,Y,Y,189000,26181,725328,-13103,Secondary / secondary special,Core staff,0
25389,F,Y,Y,225000,50755.5,1919196,-21405,Higher education,,0
25390,F,N,Y,90000,9954,135000,-22158,Secondary / secondary special,,0
25391,F,Y,Y,202500,16596,315000,-21430,Higher education,,0
25392,F,N,Y,135000,16258.5,288873,-14520,Secondary / secondary special,Medicine staff,0
25393,F,N,Y,90000,30550.5,1040463,-13574,Higher education,Core staff,0
25394,F,N,Y,76500,17694,544491,-20023,Secondary / secondary special,Sales staff,0
25395,F,N,Y,126000,14098.5,177903,-19533,Higher education,Core staff,0
25396,F,N,Y,67500,10125,202500,-20489,Secondary / secondary special,,0
25397,F,N,Y,112500,37575,1042560,-13973,Secondary / secondary special,,0
25398,F,N,Y,450000,29808,1125000,-23351,Secondary / secondary special,Realty agents,0
25399,M,N,N,135000,49797,1506816,-16225,Secondary / secondary special,Laborers,0
25400,F,Y,Y,67500,22018.5,450000,-12711,Secondary / secondary special,Laborers,1
25401,F,Y,Y,112500,6750,135000,-17163,Secondary / secondary special,,0
25402,M,N,Y,135000,31162.5,645048,-17026,Secondary / secondary special,Drivers,0
25403,F,N,Y,157500,24939,254700,-23997,Secondary / secondary special,,0
25404,F,N,Y,225000,22149,431280,-22663,Secondary / secondary special,,0
25405,F,Y,N,81000,31653,1078200,-17755,Secondary / secondary special,,0
25406,F,Y,Y,112500,17761.5,178290,-18539,Secondary / secondary special,Sales staff,0
25407,M,N,Y,90000,19422,171000,-9805,Secondary / secondary special,Low-skill Laborers,0
25408,F,N,Y,121500,13185,408780,-20322,Secondary / secondary special,,0
25409,F,Y,Y,202500,29034,9.00E+05,-12318,Higher education,Accountants,0
25410,F,N,Y,112500,15138,247500,-18313,Higher education,,0
25411,F,N,Y,135000,40342.5,519633,-12316,Secondary / secondary special,Accountants,0
25412,F,N,Y,121500,31653,1078200,-20671,Secondary / secondary special,Laborers,0
25413,F,N,N,157500,18774,343683,-15155,Secondary / secondary special,,0
25414,M,N,N,112500,15592.5,130320,-12766,Higher education,,0
25415,M,N,Y,180000,30204,589045.5,-15621,Secondary / secondary special,Laborers,0
25416,F,N,Y,94500,21919.5,225000,-24582,Secondary / secondary special,,0
25417,F,N,N,157500,33777,763870.5,-19332,Secondary / secondary special,,0
25418,M,Y,Y,157500,13500,270000,-12703,Secondary / secondary special,Laborers,0
25419,F,N,Y,112500,17820,625500,-14949,Secondary / secondary special,Sales staff,1
25420,F,N,Y,180000,16366.5,242950.5,-16884,Secondary / secondary special,Managers,0
25421,F,N,Y,135000,26019,241618.5,-10898,Secondary / secondary special,Laborers,0
25422,M,N,Y,382500,20979,450000,-21028,Secondary / secondary special,Drivers,0
25423,M,N,Y,90000,14751,254700,-24060,Secondary / secondary special,,0
25424,F,N,Y,90000,7875,157500,-17785,Secondary / secondary special,Sales staff,0
25425,F,N,Y,144000,22977,450000,-12979,Secondary / secondary special,Laborers,0
25426,M,Y,Y,90000,24003,337500,-15236,Secondary / secondary special,Security staff,0
25427,F,Y,Y,112500,20727,260725.5,-12701,Secondary / secondary special,Sales staff,0
25428,M,Y,N,256500,40216.5,592560,-15408,Secondary / secondary special,,0
25429,M,Y,Y,495000,55507.5,2013840,-16551,Secondary / secondary special,Managers,0
25430,F,N,Y,135000,48942,729396,-18049,Secondary / secondary special,Accountants,0
25431,F,N,N,135000,14751,254700,-24224,Secondary / secondary special,,0
25432,F,N,Y,135000,30078,1024290,-19801,Secondary / secondary special,Sales staff,0
25433,F,N,Y,157500,26217,808650,-10724,Secondary / secondary special,,0
25434,F,N,Y,180000,34182,1164667.5,-17380,Academic degree,Core staff,0
25435,M,N,Y,157500,36459,755190,-12519,Secondary / secondary special,Laborers,1
25436,F,N,Y,202500,27981,578979,-19757,Secondary / secondary special,,0
25437,M,N,N,121500,32067,474048,-10848,Secondary / secondary special,Cleaning staff,1
25438,F,N,N,157500,21280.5,247275,-10523,Higher education,Laborers,0
25439,F,Y,N,99000,30717,1046142,-14420,Higher education,Core staff,0
25440,M,N,N,247500,45333,1546020,-14228,Incomplete higher,Laborers,0
25441,F,N,Y,90000,15772.5,568800,-13849,Lower secondary,Cleaning staff,0
25442,F,N,Y,63000,5490,142200,-22748,Secondary / secondary special,,0
25443,F,N,Y,157500,39775.5,1503000,-18966,Secondary / secondary special,Sales staff,0
25444,F,N,Y,157500,30132,816660,-16147,Secondary / secondary special,Laborers,0
25445,F,N,Y,135000,26968.5,918000,-14472,Higher education,High skill tech staff,0
25446,M,Y,Y,180000,16164,314055,-17315,Higher education,,0
25447,F,N,Y,225000,26509.5,545040,-15533,Secondary / secondary special,,0
25448,F,N,N,675000,70564.5,1800000,-14383,Higher education,Core staff,0
25449,F,Y,Y,202500,27423,521280,-11490,Secondary / secondary special,Sales staff,0
25450,M,Y,Y,225000,36801,1035072,-16221,Secondary / secondary special,Laborers,0
25451,F,Y,N,180000,70879.5,675000,-14533,Higher education,Core staff,0
25452,F,Y,Y,450000,9000,180000,-17321,Secondary / secondary special,,0
25453,M,N,Y,292500,29970,640080,-17964,Higher education,Drivers,0
25454,M,Y,N,139500,15934.5,328500,-16514,Secondary / secondary special,Drivers,0
25455,F,N,Y,54000,20794.5,469152,-16153,Secondary / secondary special,Accountants,0
25456,F,N,Y,157500,17527.5,526491,-15221,Secondary / secondary special,Managers,0
25457,F,N,Y,135000,22050,225000,-24509,Higher education,,0
25458,M,Y,Y,90000,21289.5,213948,-16664,Secondary / secondary special,Laborers,0
25459,M,Y,Y,360000,56092.5,1096020,-17844,Secondary / secondary special,Laborers,0
25460,F,Y,Y,225000,17194.5,325908,-13228,Secondary / secondary special,Laborers,0
25461,M,N,Y,225000,22018.5,450000,-21180,Higher education,,1
25462,F,N,Y,180000,21370.5,291915,-20788,Secondary / secondary special,,0
25463,M,N,N,109800,18265.5,687600,-19667,Secondary / secondary special,Laborers,0
25464,M,N,N,135000,27774,509602.5,-10454,Secondary / secondary special,Sales staff,1
25465,F,N,Y,126000,16011,284400,-23889,Higher education,,0
25466,F,Y,Y,90000,15399,143910,-13520,Secondary / secondary special,Laborers,0
25467,F,N,Y,90000,16285.5,269550,-12241,Secondary / secondary special,Secretaries,0
25468,F,N,N,85500,27589.5,1040985,-19338,Higher education,,0
25469,F,N,N,225000,18418.5,360000,-21763,Higher education,,0
25470,F,Y,Y,292500,46759.5,797557.5,-14266,Higher education,,0
25471,F,N,Y,211500,21906,675000,-15679,Secondary / secondary special,Drivers,0
25472,F,N,Y,135000,19057.5,373311,-12628,Secondary / secondary special,Laborers,0
25473,F,N,Y,99000,21289.5,213948,-24378,Secondary / secondary special,Sales staff,0
25474,F,N,Y,112500,30438,1040985,-15187,Higher education,Core staff,0
25475,F,N,Y,216000,35419.5,1206954,-15602,Secondary / secondary special,,0
25476,F,N,Y,135000,19233,653328,-22468,Secondary / secondary special,,0
25477,M,N,N,180000,46611,1762110,-21473,Higher education,High skill tech staff,0
25478,F,N,N,180000,37053,1288350,-13457,Incomplete higher,High skill tech staff,0
25479,M,Y,Y,225000,11250,225000,-19863,Secondary / secondary special,Laborers,0
25480,F,N,Y,67500,27063,256500,-15978,Secondary / secondary special,Sales staff,1
25481,M,Y,Y,144000,37800,1288350,-17649,Secondary / secondary special,Laborers,0
25482,F,N,Y,126000,34785,1185282,-18308,Secondary / secondary special,Sales staff,0
25483,F,Y,Y,270000,44824.5,1054935,-15545,Higher education,Managers,0
25484,F,N,Y,54000,18684,381528,-13054,Lower secondary,Laborers,1
25485,M,N,Y,157500,38070,895500,-18611,Secondary / secondary special,Drivers,0
25486,M,N,Y,45000,6750,135000,-12703,Secondary / secondary special,Security staff,0
25487,M,Y,Y,157500,19660.5,360000,-12910,Secondary / secondary special,Laborers,0
25488,M,N,Y,270000,41926.5,521280,-16871,Secondary / secondary special,Drivers,0
25489,M,N,Y,180000,37039.5,906228,-21816,Secondary / secondary special,High skill tech staff,0
25490,F,N,Y,108000,23089.5,578979,-16271,Secondary / secondary special,,0
25491,F,N,Y,270000,22050,610335,-22612,Secondary / secondary special,,0
25492,F,Y,Y,382500,39820.5,545472,-12374,Secondary / secondary special,Sales staff,0
25493,M,N,N,225000,49045.5,509922,-20927,Secondary / secondary special,Drivers,0
25494,F,N,Y,54000,5373,112500,-15695,Secondary / secondary special,Laborers,0
25495,F,N,Y,216000,27522,651600,-12717,Secondary / secondary special,Sales staff,1
25496,M,Y,N,202500,22500,450000,-15042,Secondary / secondary special,Laborers,0
25497,M,Y,Y,157500,40221,550980,-9504,Secondary / secondary special,Laborers,0
25498,F,N,N,193500,32458.5,9.00E+05,-9194,Higher education,Sales staff,0
25499,F,N,N,112500,14940,229500,-8901,Secondary / secondary special,,0
25500,M,N,N,135000,16654.5,545040,-10629,Secondary / secondary special,Laborers,0
25501,F,N,Y,153000,20677.5,545040,-20764,Secondary / secondary special,Accountants,1
25502,F,N,N,67500,13914,270000,-14819,Secondary / secondary special,Sales staff,0
25503,F,N,Y,112500,22855.5,467257.5,-12330,Secondary / secondary special,Sales staff,0
25504,F,N,Y,162000,23850,239850,-23933,Secondary / secondary special,,0
25505,F,N,Y,369000,23562,508500,-21928,Secondary / secondary special,,0
25506,M,Y,Y,225000,31261.5,640080,-10684,Secondary / secondary special,Drivers,0
25507,F,Y,Y,202500,14791.5,454500,-18417,Secondary / secondary special,Sales staff,0
25508,F,N,Y,315000,10908,238500,-15162,Secondary / secondary special,Cooking staff,0
25509,M,N,Y,157500,33025.5,514777.5,-12868,Secondary / secondary special,Sales staff,0
25510,F,Y,N,135000,13500,270000,-11451,Higher education,,0
25511,F,N,N,144000,31941,1206000,-13491,Secondary / secondary special,Sales staff,0
25512,F,N,Y,54000,25537.5,545040,-19049,Secondary / secondary special,Laborers,0
25513,F,Y,Y,180000,21109.5,450000,-13116,Secondary / secondary special,Realty agents,0
25514,F,N,Y,180000,18211.5,281673,-21479,Higher education,Managers,0
25515,F,Y,Y,90000,21775.5,675000,-16986,Secondary / secondary special,Laborers,0
25516,M,Y,Y,472500,39474,1350000,-16081,Higher education,Managers,0
25517,F,N,Y,90000,26928,916470,-12890,Secondary / secondary special,Laborers,1
25518,M,Y,Y,180000,31653,1078200,-16635,Secondary / secondary special,Drivers,0
25519,F,N,Y,112500,30676.5,770292,-21895,Secondary / secondary special,,0
25520,M,Y,Y,135000,33376.5,497520,-8493,Secondary / secondary special,Laborers,1
25521,F,Y,Y,315000,27324,450000,-17924,Incomplete higher,Sales staff,0
25522,F,Y,Y,146700,40243.5,509400,-13607,Secondary / secondary special,Cleaning staff,0
25523,F,N,N,153000,15601.5,544491,-20604,Secondary / secondary special,,0
25524,F,N,N,117000,11250,225000,-16182,Secondary / secondary special,Sales staff,1
25525,F,N,Y,90000,13437,314100,-24235,Secondary / secondary special,,0
25526,F,N,N,58500,10039.5,225000,-12926,Secondary / secondary special,Cleaning staff,0
25527,M,Y,Y,189000,30078,755190,-13604,Secondary / secondary special,Laborers,0
25528,F,N,Y,81000,20677.5,545040,-10086,Secondary / secondary special,Drivers,0
25529,F,N,N,90000,14229,148500,-22861,Secondary / secondary special,,0
25530,M,Y,Y,315000,20979,450000,-9227,Higher education,Sales staff,0
25531,M,Y,N,247500,52015.5,1886850,-19488,Secondary / secondary special,Drivers,0
25532,F,N,Y,112500,13041,271066.5,-22249,Secondary / secondary special,,0
25533,F,Y,Y,270000,50962.5,1281712.5,-13823,Higher education,Managers,0
25534,F,Y,Y,202500,7762.5,202500,-14190,Secondary / secondary special,Sales staff,0
25535,M,N,N,180000,32472,675000,-18616,Secondary / secondary special,Laborers,0
25536,F,N,Y,157500,18927,403249.5,-12891,Secondary / secondary special,Laborers,0
25537,F,N,Y,180000,27607.5,765000,-14578,Secondary / secondary special,High skill tech staff,0
25538,F,N,N,112500,21181.5,720000,-17804,Secondary / secondary special,Accountants,0
25539,M,Y,Y,157500,26131.5,490495.5,-16983,Secondary / secondary special,,0
25540,F,N,Y,202500,41679,1575000,-17725,Secondary / secondary special,Accountants,0
25541,F,N,Y,180000,24525,553806,-23234,Secondary / secondary special,,0
25542,F,N,Y,135000,36261,1235691,-17643,Secondary / secondary special,Cooking staff,0
25543,F,N,N,90000,27526.5,405000,-15591,Secondary / secondary special,Sales staff,0
25544,M,Y,Y,202500,22500,450000,-17734,Secondary / secondary special,,0
25545,F,N,Y,112500,21775.5,675000,-13664,Secondary / secondary special,Sales staff,0
25546,M,N,N,112500,18513,284400,-18450,Secondary / secondary special,Security staff,0
25547,M,N,Y,112500,9580.5,90000,-15881,Secondary / secondary special,Laborers,0
25548,F,Y,Y,270000,15241.5,152820,-14753,Secondary / secondary special,Medicine staff,0
25549,F,N,N,90000,8482.5,225000,-11165,Secondary / secondary special,Laborers,0
25550,F,N,Y,315000,66478.5,953293.5,-13622,Secondary / secondary special,Private service staff,0
25551,F,N,Y,112500,10125,202500,-18446,Secondary / secondary special,Sales staff,0
25552,M,N,N,121500,23251.5,495985.5,-14655,Secondary / secondary special,Security staff,0
25553,M,Y,N,225000,43191,545040,-10232,Higher education,Core staff,0
25554,F,Y,Y,157500,28737,536917.5,-16782,Secondary / secondary special,Laborers,0
